id,news_url,title,tweet_ids,tag,label,apelativa
gossipcop-8734494756,www.usmagazine.com/celebrity-news/news/will-bindi-irwin-get-married-to-boyfriend-chandler-powell/,Will Bindi Irwin Get Married to Boyfriend Chandler Powell?,991401630452117504,gossipcop,fake,
gossipcop-842955,https://www.usmagazine.com/celebrity-news/news/bob-harper-howard-stern-reached-out-to-me-after-my-heart-attack-w476291/,Bob Harper: Howard Stern Reached Out to Me After My Heart Attack,852134505473347585	852134569029533697	852134989764231168	852135026216927232	852136533612154880	852136545960120320	852137564760887296	852137577230483457	852137577167572992	852138273992450048	852138370583203840	852138581074350080	852138947673169922	852140582512205824	852140636421488644	852140672542846982	852141327865315328	852142157330657280	852142170836357120	852142170072989698	852142175294849024	852142182064504832	852142181288521728	852143568550539265	852143900273889285	852145664830124032	852151105131757568	852151114547908608	852151592992219136	852151606938185728	852151611283562496	852151609760948224	852151615154864128	852151614970372096	852151615976951810	852151632515055616	852157406326824962,gossipcop,real,
gossipcop-844164,https://www.upi.com/Entertainment_News/Movies/2017/04/18/Guardians-of-the-Galaxy-Vol-2-cast-play-Guess-the-Guardian-on-Jimmy-Kimmel-Live/2971492534147/,'Guardians of the Galaxy Vol. 2' cast play Guess the Guardian on 'Jimmy Kimmel Live!',854309637021212673	854309701324087296	854310075954900992	854310075694850052	854310371678605313	854310392234876928	854310732543832065	854310890597961728	854311142956519424	854311181930180609	854311354613735424	854311366026436608	854311379703963648	854311396732882944	854312406562025472	854312637311483904	854312666956832768	854312685801951232	854312716701282305	854312714021199872	854312733315022848	854312742366216192	854314102998482945	854315384190709760	854315879206535168	854316410834534400	854317345086550016	854321313082597377	854325426407079936	854325423357939712	854325429297074177	854325456400556032	854325463497428994	854325462566281216	854325467129696257	854341368583397377	854345213061378054	854345332875866112	854346743089070080	854359568163323904,gossipcop,real,
gossipcop-920887,https://www.hollywoodreporter.com/live-feed/x-files-what-did-scully-whisper-mulder-1094323,'The X-Files': What Did Scully Whisper to Mulder?,176410206689955842	706309267326951424	711746871828480000	714134011728101376	818398062909526016,gossipcop,real,
gossipcop-926989,https://www.usatoday.com/story/life/tv/2018/12/21/today-show-cbs-morning-matt-lauer-scandal-hoda-kotb-charlie-rose/2385815002/,'Today': Ratings show replacing Matt Lauer with Hoda Kotb was a winning strategy,,gossipcop,real,
gossipcop-9215514933,www.newidea.com.au/meghan-markle-prince-harry-twins-confirmed,"Confirmed: Meghan & Harry - Yes, it's twins",1003366418174414850	1003391214903840768	1010417385197596672	1010681409747292160	1011259002406232065	1011375039055360006	1011875579505750017	1012146061069017088,gossipcop,fake,
gossipcop-846903,https://www.zerchoo.com/entertainment/celebrities-love-the-abbey-see-what-happens-when-kim-kardashian-christina-aguilera-more-stars-party-at-the-l-a-hot-spot/,"Celebrities Love The Abbey! See What Happens When Kim Kardashian, Christina Aguilera & More Stars Party at the L.A. Hot Spot",859400000593383424,gossipcop,real,
politifact14070,https://democrats-oversight.house.gov/sites/democrats.oversight.house.gov/files/documents/DIA%20to%20OGR%20unclassified%20cover%20letter.pdf,letter to Chaffetz and Cummings,547128382111375360	576385013509431296	765622112765763586	765624150480281600	770293472540655616	770329423878946816	819973920694603776	829774500942209024	829782259205038082	829791762487074817	829796111263096832	829819031821615105	829819039937654785	829819573184638976	829819793813405699	829820708792520704	829821852814045184	829822048209891335	829822407099678722	829823946711244800	829824684581601280	829826077015023619	829828533442772994	829828569148829700	829828752825806848	829829189234782208	829829465798766592	829831241864196096	829831633297670145	829835578128502784	829842876519632896	829862924164460548	829875031744270336	829882434489548800	829908109929889792	830040397162254337	830076212164829184	830095271891701760	830157110184927232	830409362967498753	831585315664044034	832266616461197313	839966931109228544	840244541877813248	848534667770941441	856021392042541057	856185801801072640	857667362513981441	857730906609643520	857764198180323328	859020612764827648	859783467470663680	865563339417636865	866791137289281536	866869126601609216	868632100483846144	876032716961140737	936673385429458944	1014353211459694595	1034377692647448576	1062360515106799616,politifact,real,
gossipcop-903210,https://www.iol.co.za/lifestyle/love-sex/relationships/sarah-paulson-defends-romance-with-partner-holland-taylor-15108857,Sarah Paulson defends romance with partner Holland Taylor,948330581003157504,gossipcop,real,
gossipcop-909318,https://dailynews.news/reese-witherspoon-and-other-victims-of-celeb-photoshop-fails/,Reese Witherspoon and Other Victims of Celeb Photoshop Fails,956943379505565696	956943648071016449	956943864719228928	956944678024351744	956945497406754821	956946432279400448	956948170268913664	956956892772864000	956978050658381826	957019227952619521	957097404456718336	959064602863636480,gossipcop,real,
gossipcop-921622,https://www.hotnewhiphop.com/trey-songz-will-reportedly-not-face-felony-charges-for-domestic-violence-case-news.47411.html,Trey Songz Will Reportedly Not Face Felony Charges For Domestic Violence Case,983356553817415681	983357948603895808	983416757057736705	983477154733346816	983537552681459712	992501224485208065	992502304858353664	992502439243862017	992503788002045952	992503926250524673	992504290815160320	992507878626873344	992513849239654400	992519173233258497	992526740110049284	992526929398874113	992556680037593088	992575995088592896	992596337198678016	992600895698415616	992600929261314048	992601075936055296	992601103933038592	992601109603680256	992601176163184640	992601278936072192	992601320900169729	992601340047130626	992601383609257984	992601414089281537	992601564576649216	992601569962217473	992601624215543813	992601669706878976	992601819074441216	992601830432690178	992601842122219520	992601846832357377	992601852431798272	992601850238128129	992601861378240512	992602059311669249	992602067834429446	992602070925611008	992602088671776768	992602112046575617	992602393232789505	992606490136526848	992612365601529857	992613981725446144	992619327764316160	992625270224863232	992632417155350528	992640203285192704	992647406045949952	992654864705642496	992655913495359488	992662249444700160	992663327208652805	992681795824046080	992687852013039616	992695255802630144	992698255472504832	992702704722919424	992703222090526723	992716228102733824	992716293630406657	992722819367583750	992731018992930817	992745544828137473	992834674413244421	992893476357357568,gossipcop,real,
gossipcop-791537,http://theconversation.com/the-art-of-the-public-apology-90425,The art of the public apology,771741028139274240	771741987921915905	771742025158791168	771742040392552448	771742040208007168	771742045161402368	771742054388895744	771742268466208768	771742267388329984	771742276062109696	771742275093213184	771742278515695616	771742282756202496	771742330940379136	771742336158097409	771742333607882752	771742337013690368	771742341023485953	771742348002721793	771742351702261760	771742355049287681	771742354940137472	771742359205720064	771742378616946688	771742390386241538	771742389404741632	771742398435078144	771742405469081600	771742555205623808	771742756418957313	771742816942698496	771742856750915585	771743564757774336	771743858380025856	771744828514111488	771745012069437441	771745153123966977	771746953994514432	771746982444412928	771746994419146752	771747015239708672	771747068167593984	771747077428645890	771747096013582337	771747931858673664	771747931611291648	771747932072652800	771747938238275584	771748352937517056	771750067191427072	771750831183966213	771750835847999489	771750858451066880	771750858203594752	771750856492363776	771750856186179584	771750859621425152	771751016505094144	771751060327182336	771751116153298944	771751127465406464	771751156934639616	771751167030198273	771751182767300609	771751205311684608	771752035548995584	771752054016487424	771752073679343616	771752104050294784	771752128717004800	771760121202356224	771767884364210176	771771074971176960	771789723396247554	771817213498011648	771946618455265305	772050295765340160	772232364479156224	772474996727963648	869969993517092864	869970020394192896	869970562533249028	869970806067089410	869971130861355008	869972523596656640	869972547177136128	869972663719964672	869972828912721921	869973206802812935	869973239568760836	869973307742838784	869973310653702144	869973345780891648	869973351288102913	869973350147280896	869973354098302976	869973361522163713	869973485115899905	869974057638166528	869974859744387072	869974864152727552	869974978535374848	869976303109361665	869976310747090944	869976313565544448	869976320632995840	869976317797711872	869976317088808960	869976331525603329	869976330556776448	869977083002224640	869977233758322693	869977271448293380	869977304583286784	869977353933475848	869977374913249281	869978215992893440	869978363636666382	869978831213297665	869979849162489856	869979864186503168	869979871828520960	869979870138253312	869979879630032896	869979883014729729	869979888412839936	869979909728247808	869980859297923072	869982335529238529	869982335361351684	869982334359003136	869982334291894273	869982334170288130	869982349395492864	869983026003890176	869988797739610113	870005636641169408	870005751888191488	870005760347873281	870005797845164034	870005996340596736	870006281918181380	870006544125108224	870006547333644290	870006546498961409	870006580321804289	870006586743312384	870006622604611586	870006742146568192	870006746928091136	870007093662629888	870007134825598976	870007192237166592	870007501172998144	870007785865564161	870007889234153472	870008287055433729	870008381255237632	870008497798361090	870008556656840704	870008607512829952	870009168123445248	870010839113150464	870034933867098113	870085009079717888	870090686816813056	870144759104405504	870154489726029824	870154536681316354	870168159000702976	870184894814662656	870187619665166337	870212080950968320	870212080804253697	870261692923613185	870294886402183169	870414679239254016	870433189898194945	870623787557031936	870651980213084160	870974387402551297	870979632207724545	870980134865690624	870984163175911424	870985671636340737	870988186197143552	870993221043847168	870994729399459840	870994980797591552	870996106146185216	870999276440170496	871208825130504192	871255054925389824	874798328667676672	875179577240375296	877301547352326145	881258897960562688	899998958751289344	938230879566139392	946733356326236160	966723525234118656	967510212612689921,gossipcop,real,
gossipcop-947914,https://www.thetalko.com/even-to-this-day-20-times-kristen-stewart-and-robert-pattinson-got-extra-complicated/,Even To This Day: 20 Times Kristen Stewart And Robert Pattinson Got Extra Complicated,1014817184344731648	1014827758441127938	1014828258389458944	1014852412379561985	1014861656202104832,gossipcop,real,
