id,news_url,title,tweet_ids,tag,label,apelativa
gossipcop-1000240645,www.newidea.com.au/woman-claims-to-be-pregnant-with-brad-pitt-child,US REPORT: Brad Pitt's 'secret lover pregnant',3375455802	6018193721	15280521439	15280752142	15280775581	15284376933	15286400250	15304825948	15314917145	29175969151451136	66124853719207936	95788217890111488	95788259929620480	95794934174597121	95814319282982912	95816336978092032	95831177813954560	95831750651019264	95949247110844416	121404245516886016	133247921637433344	148464728027561984	158730668728270848	173373030897160193	174352653072084992	244987596223160321	258319491941928960	275979714546511872	331372639065088001	346863471805202432	346894485839552513	395920178728697856	440365057357389824	470285136399843328	470287650981572608	470299655616479232	470303845457723392	470303860104253440	470305261450588161	470326206819078144	470366992516390912	470369763932114945	470415277184667648	470422310185230336	470444847036243968	470496064634490880	470508235816857601	470557609578082304	470595831515455489	470600016910749696	470643498006216704	470733135164895233	470782520254926848	470784084113752064	470827229849452544	470872170210394114	470914394197467137	470963942261395456	470966386550767616	470992235132358656	471007531024654336	471010449152946176	471036999172767744	471040637534355457	471081426809409536	471127434255806464	471148852158816256	471195993455620097	471244270074998785	471263056542978050	471267920970932225	471314382253600768	471341470230671361	471383637397499904	471391187358605314	471393786405195776	471443455567081472	471490887516565504	471530414310322176	471536496109842432	471580310925099009	471617909018488833	471622817671155712	471702717543354368	472095298110496768	507809739838083072	555361703383564288	714878152070209540	778988419284242432	779058348360474624	779118096019820544	779247725313396736	779251775962427392	823243473625067520	844463013247766530	878689199452442624	956009264417472517	988544410014101506	988552899365044224	988613451391127553	988614020667191298	988628672109215744	988644870129639424	988757041014542336	988824958158757888	988840032592113665	989157916971282432	989636077920104450	989637105549705216	989637436190920705	994361440600576000	994367095344369664	994462057905967104	994464554087153664	994514814411067392	994579262563794945	1007678109389348869	1020356796131823616,gossipcop,fake,
gossipcop-862985,https://www.zerchoo.com/entertainment/gorilla-dances-to-maniac-channels-flashdance-jennifer-lopez/,Gorilla Dances to Maniac and Channels Flashdance and Jennifer Lopez,878309184319520769	878310334695579648	878310462395359232	878310467248168960	878311284898373633	878311425294311426	878312021648744448	878312086241026048	878312099709042689	878312129769512961	878312159373135873	878312279330050048	878312438525046784	878312555650859012	878313510081486848	878313722938249217	878316074835378176	878317622827155456	878318272424288256	878318382168145921	878319086777778176	878320521825234944	878320671331237888	878321568069197825	878322836070293504	878326844201639937	878327109688492034	878330752420556800	878332609213775873	878332608005849088	878333120193286147	878334760082440193	878335429849870337	878368796926500871	878369173729980417	878369389770395649	878369642867294208	878372635356184578	878374767580987392	878438761092206592	878464407797452800	878510593434669056	878779107567337472,gossipcop,real,
gossipcop-916349,https://www.popsugar.com/celebrity/Reese-Witherspoon-Cleaning-Her-Hollywood-Walk-Fame-Star-44615114,Reese Witherspoon Cleaning Her Hollywood Walk of Fame Star,968128793905909760	968128855956512773	968130088268128258	968132110409256961	968132260196159488	968132386167730182	968132534482755584	968132596176769024	968134815999561728	968135620907253760	968135777464004609	968136110797926400	968137862167265280	968142981701124097	968150297003487235	968154935102771201	968155552399310848	968160655797727232	968162024374104064	968162056863174662	968162065658601473	968162069630652416	968162078115721216	968162098445455360	968162199859531776	968162255924756482	968162280025329665	968162307950997504	968162328033284097	968162332798005250	968162384631271424	968162538327347201	968162570241703936	968162583034454017	968162595692826624	968162780426723329	968162793101946880	968162825808986112	968162856670810112	968163025172692998	968163041358512128	968163056042872832	968163082169126912	968163095729369089	968163094735278080	968167008805138432	968174142699663361	968179245183725569	968188425068191744	968193874811211778	968200237461352449	968226514260119554	968234762203738115	968272314033934337	970464009156775942,gossipcop,real,
gossipcop-909910,https://news.sky.com/story/grammy-awards-2018-jay-z-misses-out-as-bruno-mars-wins-big-11227336,Grammy Awards 2018: Jay-Z misses out as Bruno Mars wins big,958757365440008198,gossipcop,real,
gossipcop-910897,https://www.dailymail.co.uk/tvshowbiz/article-5562775/Selena-Gomezs-mom-admits-tension-daughter-love-Justin-Bieber.html,Selena Gomez's mom admits to tension with her over Justin Bieber,959109862868348929	959110204070748160	959110630518280193	959110782754721793	959110923209314304	959111405856280576	959112453169799170	959112452670705666	959113895511314432	959114007352303622	959115154804785152	959115173347954689	959116168559706112	959120731987525632	959124186227773445	959128423485460480	959129248815394816	959130282095009799	959130281792991232	959130302567284742	959130306803634177	959130323027144704	959130330769887233	959130348486582272	959130356543836162	959130525934989313	959130598479663104	959130777278656513	959130774342684675	959130807779713024	959130814608035842	959130843250855942	959130866399227904	959131024679632896	959131041947701248	959131042971029504	959131075044892672	959131096414859271	959131276652539904	959131285536067584	959131291521298433	959131304645353472	959131331442724866	959131402330689536	959132099377844225	959133539592622080	959138676499398656	959146473425313792	959151072492249088	959154033763102720	959161675780730880	959166769364582400,gossipcop,real,
gossipcop-4032059288,www.entertainmentdaily.co.uk/news/fans-praise-live-with-kelly-and-ryan-stand-in-host-jenna-dewan-tatum/,Fans Praise 'Live With Kelly And Ryan' Stand-In Host Jenna Dewan Tatum,899402908244086785	899404612419112960	899404789460549633	899522588820590592	899598261509554176	899747497341583362,gossipcop,fake,
gossipcop-919400,https://people.com/music/iheartradio-music-awards-2018-everything-to-know/,Everything You Need to Know About the 2018 iHeartRadio Music Awards,972429517280202753	972429891768672256	972430342677200897	972431556173209605	972431854098878464	972432064464211968	972432386708398080	972432536721854465	972432830847488008	972433440565088256	972433565727076353	972435465625317377	972435792428765184	972436714089140224	972436769701613569	972437094516670465	972437210795560960	972437317804871680	972439707958284290	972441282613301248	972441460011347968	972442230194688000	972442730721882112	972443985238114304	972449252981972992	972454482737950720	972460602990977024	972461673792520197	972466955956269056	972467163368968192	972474300308451328	972478975518834689	972479568962494464	972487026149703680	972491544098955265	972492785017221127	972504954651971585	972506870261821441	972515449270255616	972522535840505858	972528059097034752	972536806091603968	972542255285256193	972543181853249536	972543189637894149	972543399583780864	972543439740047360	972543437084942336	972543446777987073	972543462401806336	972543643738308613	972543651292303360	972543736831008771	972543734897348613	972543901818028032	972543918075150337	972543964405518336	972543980478005251	972543999205691392	972544037981847553	972544044957085697	972544059259654144	972544142852149248	972544183926972418	972544195947892743	972544211970068480	972544292873998337	972544397152849920	972544463938703360	972544524093460480	972547976739545090	972555385629417472	972557071471337478	972563225995763712	972570483253112832	972575738623741952	972582787671736320	972587955184312320	972595397662195713	972600851859517440	972606251971461122	972613314256580609	972620921172213761	972627948053282817	972633686691778560	972640568835637249	972644612367159296	972690685685100550	972747592475004928	972769611526606848	972769642681982976	972769677695995905	972769708545138688	972769737200500736	972769799783763968	972769828141486080	972769857090523136	972769885599207424	972769914053451776	972769944969662464	972769974606495744	972770003031339008	972770031749779456	972770058870149120	972770093561237509	972770125932789760	972770154370273280	972770182975324160	972770290823548928	972770322104684544	972770356850298881	972770394951340032	972773237598728192	972777166613053440	972785602574757889	972818980443508736	972819016610959360	972819045648039937	973221579999072256	973222839921848320	973227164358316032	973230910299664387	973250017912901633	973252546834894848	973253553660813312	973291885266694144	973297623582101504	973307394439680000	973310286844301312	973321990143660033	1021617074211311617	1021617112115281920,gossipcop,real,
gossipcop-849129,https://www.christianpost.com/trends/vin-diesel-gives-paul-walker-a-touching-tribute-at-2017-mtv-movie-tv-awards.html,Vin Diesel Gives Paul Walker a Touching Tribute at '2017 MTV Movie & TV Awards',861404646207782912,gossipcop,real,
gossipcop-882282,https://www.buzzfeed.com/kelleydunlap/adeles-makeup-artists,Adele's Makeup Artist Reveals The Secrets Behind Her Iconic Eyeliner,911349429134778368	911349432377069568	911349986574528512	911349984590684160	911350090987593728	911350156859019264	911351137890127872	911351211659612160	911352040042897408	911353773125259264	911356345923903488	911356672341397504	911356753723392001	911356938260185088	911358220983087105	911358248338386944	911364688172199936	911369427836383232	911370150267453440	911377399299952640	911390930539749376	911410772051398656	911410771988447234	911410851504168962	911410938192044032	911410972308463616	911410974078509057	911411106966573057	911411144946065409	911411242111291393	911411304740552704	911411341033971713	911411351163166720	911411402816049152	911411406259589120	911411430313857024	911411436894777346	911411571330609157	911411625588088832	911411636598124544	911411708555653120	911411867729514496	911411881306476546	911411880328966144	911411907646681088	911411912478482432	911411937627508736	911411946536218624	911412179735318528	911522182454321152	911619428655226880	911626232554332160	911649806220775424	911685589698826245	911951381124272128	911951494185934848	911951513668472832	911951524699312128	912197454719631360	912283792609566720	912285863123603456	912288826026012672	912292867971977218	912294128981028864	912296391300587522	912298394911166464	912300406289690624	912308231300579328	912321042651205632	912748620637548544,gossipcop,real,
gossipcop-6815859599,www.imdb.com/news/ni61466802,"“Harry Potter” 19 Years Later: Rumors About Cast, Movies Busted By Gossip Cop",903642417433325569	903643651661864961	903646997529362433	903647547784384513	903653197071437828	903658684689076233,gossipcop,fake,
