id,news_url,title,tweet_ids,tag,label,apelativa
gossipcop-902119,https://www.hollywoodreporter.com/news/lin-manuel-mirandas-grandmother-dies-christmas-day-1070370,Lin-Manuel Miranda's Grandmother Dies on Christmas Day,945666853661224962	945666903363682304	945667293811478528	945667817579405312	945668357625450496	945669331924541445	945670064954515456	945670639905488896	945670691373887489	945670772512690176	945671028801490945	945671464426057728	945671514757783554	945674333686415360	945674555208667136	945675722147766272	945675813814378496	945677382542872581	945677399785660421	945677414805508098	945677876115968000	945678008706387968	945678056638877697	945681085698052099	945686417317023746	945686464779579392	945686578076311552	945686802635153408	945687367330938880	945711852012568577	945712943466995713	945712971472351233	945712982553780225	945713070042738688	945713118071738368	945713121087410176	945713128284844032	945713158076891137	945713209905999873	945713403766755328	945713442463338496	945713456388431872	945713478190469121	945713593978322944	945713621350436870	945713639994068998	945713646826647557	945713659300536325	945713665893953537	945713859960168448	945713858861256704	945713865559625733	945713888917704704	945713913408184321	945713927954030592	945714142211641344	945714146737303553	945740329529077760	945754531719188480	945758944005447680	945758985499619328	945759200487108609	945759474463203330	945761248762740736	945764714512076801	945764961640316928	945771320662302720	945774226069340160	945792150654078976	945792167565336576	945841360690663425	945880088003923969	945906535456264192	945915119891922944	945956927640604673	946008755233284096	946045546074173442	946048026828787713	946048026665156608	946048024542822400	946048030683357185	946048034034483202	946048036316127232	946052350531207168	946078301445115904	946078459243192320	946078569217839104	946244320268500992	946244319735898112	946244319048060929	946244317903015936	946244317563142145	946244321388519424	946285054501761024	946703056699355138	948978406955323392	949446013466669056	949597030694969344	950080105988190208	950321757168324608	950581297050738688,gossipcop,real,
gossipcop-900344,https://www.avclub.com/the-roseanne-revival-has-a-premiere-date-1821329627,The Roseanne revival has a premiere date,941669335575252992	941673095756242944	941673502746198016	941674105488756736	941674137587781632	941675633062629377	941676081140072448	941676092552867840	941677541974298624	941677995101528065	941678003502825477	941678449411760128	941678735278952450	941679198594199557	941680300228259841	941680700557754368	941680778135719937	941681277174013952	941681384262914048	941682094761181184	941682332238581761	941684504657301504	941689186284965888	941689427771916289	941691541445279744	941691541369819136	941691541332078592	941691541269213185	941691541147521024	941691541139132418	941691541113987073	941691541067792385	941691541038477312	941691541030137856	941691540958797826	941698120630411264	941699169978380289	941699169550569477	941699175074488320	941699180766154752	941699186877136896	941699231949221889	941699249611444224	941699251381338114	941699393920667648	941699543929950208	941699573512368136	941699623521062913	941699634921201664	941699682102927360	941699714780745728	941699717750288384	941699722766581760	941699745550127105	941699785240776706	941699834720989184	941699937963839490	941699965432356864	941700005521514497	941700152653484032	941700160899506177	941700196043550721	941700450029658112	941706524946255872	941709238732185600	941710827979145216	941711164785995776	941712822609866752	941712829605908483	941714304272945152	941715503004839936	941715503919144961	941718383653019648	941718837568950272	941727580599676928	941745241685495809	941806192380215296	941845903106760704	941870374693822464	941887898382716928	941947060982386688	941974776876236801	941983256341295104	941983305599279104	941984019545071616	941984532248412160	941984571943522304	941984788407312390	941987761682305024	941993353029341184	942012435438780416	942145567102205957	942153803532468224	942155643636649984	942201812098080768	942424409746362368	942482488181579777	942569101339357184	942659197044428800	942660728711938048	942667653835100161	942674310392614912	942677568880340994	942693697258512384	942694024791691264	942694457085972480	942705972870496256	942747148713713665	942774644930764800	942774644846813184	942780272780517376	942928094150713346	976270171449982976,gossipcop,real,
gossipcop-871066,https://www.billboard.com/articles/news/awards/8460836/teen-choice-awards-nominations-2018-nominees-list,"Taylor Swift, Drake, Cardi B & More Among Teen Choice Awards 2018 Nominees: See the Full List",,gossipcop,real,
gossipcop-1987636422,www.girlfriend.com.au/selena-gomez-officially-dumps-justin-bieber,Selena Gomez officially dumps Justin Bieber,100177591905955840	106145262237515776	499550845793337344	499553450049667072	499553662289469440	499631855675523072	499913560441778176	994758993443606528	995479702637891584	998362061544607745	999723138203246592	999754885313847303	999847644611653633	1000112993408028677	1000158705432891394	1000190135089225728	1000315861310230533	1000350497621135361	1000359160045850624	1000397295647682560	1000409676922703873	1000430669095415810	1000501690347474945	1000547127678853121	1000885534544351233	1001160098297860096	1001440524895768576	1001475119477293056	1002259896518238208	1002280637825536000	1002931733963132929	1003173467980685312	1003875910506840064	1004080652625629184	1009454453634879494	1009520709209452544	1009545456773365761	1010138872066592768	1013789700501442565	1016038652948992000	1016119651091312640	1016463374706663424	1016509545693114369	1016534653132369921	1016614376894353410	1016724891456999425	1016858744750108672	1017435256528388096	1018935448133984256	1020597729918103552	1022281867758907398	1022769694238011392	1024389675547381760	1030304049763995649	1033778254711275520	1036758446119559168	1036968823138725888	1036970005445976064	1036972270323937282	1036974057730846721	1039533860176965632	1039591969213874179	1039711194649513989	1043844869603581952	1045679286504628225	1046266957102755840	1046872468508565506	1046872993551605771	1046880830054969345	1046881226441859072	1048029357464215552	1050438663581110272	1051605239168622593	1051696263698231296	1055229999895273472	1055316849162903556	1058727567895785473	1059075700588716034	1059116982732312576	1060548169812062208	1060562398736773121	1061363470610939904	1062380258123567106	1063631745981902848	1063732006335336448,gossipcop,fake,
gossipcop-5791506883,www.csmonitor.com/World/Global-News/2015/0923/Angelina-Jolie-Brad-Pitt-appear-ready-to-adopt-Syrian-refugee,"Angelina Jolie, Brad Pitt appear ready to adopt Syrian refugee",646773541250068482	646778439215656960	646779798346305536	646784505982816256	646784600082018304	646786331520069633	646790278825705472	646794054575886340	646818210545700864	646825260923293697	646830548090908673	646865399695474688	646876432032006144	646879733175709696	646885724940206080	646894150189617156	646982639501594624	646987658875506688	646992644258811904	646997698483236864	647027929893990400	647032999364722688	647037998450745344	647043006504300544	647155418217754624	647157667908202496	647921238589992961	648236272188792832	648601786098536453	649234032895610881	649625075910578176	649999398244614144	863910443668037633	863910960918147072	863916148739497986	863916203684712448	864080493221998592,gossipcop,fake,
gossipcop-942964,https://people.com/movies/matt-bomer-brings-son-kit-tony-awards/,Matt Bomer Celebrates an 'Early Father's Day' with Son Kit at the Tonys: 'Best Date Ever!',1006146313141063680	1006146456326033408	1006146560529453056	1006146557115330563	1006146832915947520	1006147129763598336	1006147322307211265	1006147325302071296	1006147363457548289	1006148199218843648	1006151122686537728	1006153486755459072	1006153681648177153	1006155736173465601	1006161622283370496	1006161755670802432	1006163743678623744	1006168984687763456	1006215321009737729	1006215548781383682	1006216017972989954	1006224827752108037	1006225067968225280	1006232822216998912	1006233038299201536	1006447939189923840,gossipcop,real,
gossipcop-864769,https://www.usmagazine.com/celebrity-news/news/danny-trejo-begs-for-return-of-donal-logues-missing-child-w490873/,Danny Trejo Begs for Return of Donal Logue’s Missing Child,882055380066586624,gossipcop,real,
gossipcop-922827,https://www.floor8.com/posts/8562-fans-accuse-jay-z-and-beyonce-of-copying-kim-kardashian-and-kanye-west,Fans Accuse Jay-Z and Beyoncé of Copying Kim Kardashian and Kanye West,977459151281557504,gossipcop,real,
gossipcop-291312136,time.com/money/5108647/jay-z-net-worth/,Here’s How Much Jay-Z Is Worth—and How He Makes Money,,gossipcop,fake,
gossipcop-848434,https://www.dailymail.co.uk/tvshowbiz/article-4474008/Ellen-pranks-Matt-Lauer-scary-Savannah-Guthrie-double.html,Ellen pranks Matt Lauer with scary Savannah Guthrie double,860149100347498497	860149150855315456	860149158602186752	860149262599954432	860149845851557889	860149900419493889	860150972756238338	860151244207345664	860151593156653057	860152323368251392	860152327323369472	860152338534744065	860152486962712577	860153146760450048	860153969779146752	860153982521454592	860153990893391873	860153990209613824	860153992055111680	860154031833964544	860154031682994177	860155853889871873	860155853600571392	860155860433092609	860155878816727040	860155883673722884	860155890585882624	860155897074470912	860156653496180737	860156651181031424	860156686132228098	860156772312432640	860163785226694656	860234197625171968	860305876657127424	860329087193276420,gossipcop,real,
